timestamp,frame,class_id,class_name,distance_m,velocity_m_s,angle_deg
1763153621.0444913,578,0,person,0.7918,-4.6006,2.0150
1763153621.1380012,579,0,person,0.8455,0.5564,0.7753
1763153621.230935,580,0,person,0.8782,0.3641,0.4135
1763153621.325546,581,0,person,1.2049,3.5701,4.7957
1763153621.4201567,582,0,person,1.2791,0.7362,5.2060
1763153621.5141513,583,0,person,1.3267,0.5241,5.3598
1763153621.6070096,584,0,person,0.7819,-5.6982,5.8205
1763153621.7009704,585,0,person,0.7893,0.0858,5.6670
1763153621.7952805,586,0,person,0.7893,0.0000,5.4622
1763153621.8897097,587,0,person,0.7379,-0.5588,4.8470
1763153621.9834661,588,0,person,0.7994,0.6392,3.7162
1763153622.0764654,589,0,person,0.8660,0.7556,5.0522
1763153622.170286,590,0,person,0.8204,-0.4572,4.8470
1763153622.2783422,591,0,person,0.8204,0.0000,4.8470
1763153622.3873801,592,0,person,0.8484,0.2561,2.2730
1763153622.5115561,593,0,person,0.8455,-0.0211,5.4110
1763153622.6055415,594,0,person,0.7994,-0.4955,6.4847
1763153622.6997442,595,0,person,0.8908,1.0491,4.4362
1763153622.8086128,596,0,person,0.9070,0.1430,3.8706
1763153622.91848,597,0,person,0.9103,0.0301,3.4073
1763153623.0278158,598,0,person,0.9103,0.0000,3.2013
1763153623.1213179,599,0,person,0.9037,-0.0733,3.0982
1763153623.2141929,600,0,person,0.9170,0.1387,2.6858
1763153623.307137,601,0,person,0.9004,-0.1795,2.7373
1763153623.4013243,602,0,person,0.8940,-0.0710,2.7373
1763153623.5102663,603,0,person,0.8845,-0.0944,2.7889
1763153623.620487,604,0,person,0.8845,0.0000,2.7889
1763153623.714727,605,0,person,0.8876,0.0345,2.6342
1763153623.808568,606,0,person,0.8876,0.0000,2.4278
1763153623.9177487,607,0,person,0.8876,0.0000,2.2214
1763153624.0277636,608,0,person,0.8940,0.0547,2.2214
1763153624.1214716,609,0,person,0.8876,-0.0666,2.3246
1763153624.215953,610,0,person,0.8751,-0.1460,2.3246
1763153624.3244836,611,0,person,0.8813,0.0593,2.3246
1763153624.4335666,612,0,person,0.8542,-0.2314,2.7889
1763153624.5429552,613,0,person,0.8660,0.1086,2.5826
1763153624.650939,614,0,person,0.8751,0.0840,2.5310
1763153624.760507,615,0,person,0.8571,-0.1744,2.8405
1763153624.886644,616,0,person,0.8286,-0.2152,3.3558
1763153625.0110798,617,0,person,0.8660,0.2966,2.7889
1763153625.1041422,618,0,person,0.8178,-0.5395,3.7677
1763153625.1979165,619,0,person,0.8178,0.0000,3.7677
1763153625.3069787,620,0,person,0.7994,-0.1640,4.2306
1763153625.4153216,621,0,person,0.7581,-0.3642,5.3085
1763153625.5238395,622,0,person,0.7794,0.1942,4.9496
1763153625.6178305,623,0,person,0.8721,0.9982,3.3043
1763153625.7274225,624,0,person,0.8484,-0.2413,3.8192
1763153625.8220584,625,0,person,0.8908,0.4171,3.0982
1763153625.9168122,626,0,person,0.9103,0.1991,2.8920
1763153626.026801,627,0,person,0.9004,-0.0924,3.1497
1763153626.1535969,628,0,person,0.9136,0.1105,2.9436
1763153626.2789361,629,0,person,0.9272,0.1004,2.8405
1763153626.3723612,630,0,person,0.9103,-0.1719,3.0982
1763153626.4658267,631,0,person,0.9103,0.0000,3.0982
1763153626.560279,632,0,person,0.9412,0.3258,2.6342
1763153626.669322,633,0,person,0.9448,0.0364,2.6858
1763153626.7952816,634,0,person,0.9377,-0.0539,2.7889
1763153626.9043553,635,0,person,0.9377,0.0000,2.7889
1763153627.0286531,636,0,person,0.9307,-0.0615,2.8920
1763153627.1535602,637,0,person,0.9272,-0.0272,3.0467
1763153627.2474453,638,0,person,0.9272,0.0000,3.0467
1763153627.356344,639,0,person,1.0705,1.3049,1.3953
1763153627.4510155,640,0,person,1.0797,0.1041,1.2920
1763153627.5773976,641,0,person,0.6010,-4.0029,10.8768
1763153627.7013173,642,0,person,0.6010,0.0000,11.1756
1763153627.8107474,643,0,person,0.8398,2.4131,5.0009
1763153627.935137,644,0,person,0.5967,-1.8294,11.1258
1763153628.0476897,645,0,person,0.5967,0.0000,11.2253
1763153628.1527812,646,0,person,1.0987,5.0189,1.6019
1763153628.2630785,647,0,person,0.6025,-4.4261,11.1258
1763153628.3892772,648,0,person,1.1185,4.2162,1.3953
1763153628.5142922,649,0,person,1.0797,-0.3082,1.2920
1763153628.6544552,650,0,person,1.0659,-0.0972,0.8269
1763153628.7637167,651,0,person,0.5774,-4.4671,9.5251
1763153628.8576548,652,0,person,0.5580,-0.1965,9.5753
1763153628.951199,653,0,person,0.6815,1.3889,4.2306
1763153629.0612793,654,0,person,0.5364,-1.4288,7.1472
1763153629.170321,655,0,person,0.5185,-0.1470,7.2490
1763153629.2644467,656,0,person,0.5295,0.1189,5.7182
1763153629.3587065,657,0,person,0.4890,-0.4188,6.4847
1763153629.4528797,658,0,person,0.5434,0.5697,4.0764
1763153629.5465477,659,0,person,0.5121,-0.3595,6.5358
1763153629.655178,660,0,person,0.5121,0.0000,6.5358
1763153629.7805085,661,0,person,0.5101,-0.0155,7.4523
1763153629.8744807,662,0,person,0.9238,4.5495,-2.2730
1763153629.9678144,663,0,person,0.5841,-3.7357,6.4337
1763153630.0611956,664,0,person,1.0844,5.0636,-2.5826
1763153630.1548202,665,0,person,1.1286,0.4708,-1.8084
1763153630.2474604,666,0,person,1.8613,8.1485,-4.5389
1763153630.6415315,670,0,person,1.3780,-1.2613,0.5685
1763153630.7840018,671,0,person,1.0480,-2.1876,-2.1698
1763153630.9103158,672,0,person,1.3629,2.6493,0.7753
1763153631.0497804,673,0,person,1.3482,-0.1011,0.5685
1763153631.20632,674,0,person,1.3058,-0.2764,0.4652
1763153631.315745,675,0,person,1.1337,-1.5280,0.3101
1763153631.442702,676,0,person,1.0524,-0.6389,0.4652
1763153631.552849,677,0,person,0.9272,-1.1113,0.9820
1763153631.6619153,678,15,cat,0.7634,-1.4548,3.8706
1763153631.7724755,679,15,cat,0.7198,-0.4177,3.2528
1763153631.8987045,680,15,cat,0.6521,-0.5343,1.0853
1763153632.0399628,681,0,person,0.5855,-0.4912,0.8269
1763153632.1644473,682,0,person,0.5630,-0.1768,1.0853
1763153632.2743127,683,0,person,0.5121,-0.4294,1.8084
1763153632.3683348,684,0,person,0.5307,0.2050,1.0336
1763153632.4939759,685,0,person,0.5543,0.1940,0.4135
1763153632.6191442,686,15,cat,0.6385,0.6829,-0.1034
1763153632.744971,687,0,person,0.5707,-0.5529,2.6342
1763153632.885594,688,15,cat,0.7179,1.0231,4.2306
1763153632.995964,689,0,person,2.1318,12.0906,25.1735
1763153633.1838243,691,0,person,1.0613,-5.8119,5.1035
1763153633.2785194,692,0,person,1.2049,1.4869,5.1035
1763153633.3881435,693,0,person,1.2049,0.0000,5.1035
1763153633.4828994,694,0,person,1.3780,1.8250,4.2820
1763153633.591915,695,0,person,1.4334,0.5016,4.2306
1763153633.6839836,696,0,person,1.4417,0.0840,4.1792
1763153633.7782383,697,0,person,1.4417,0.0000,4.1792
1763153633.8873587,698,0,person,1.4417,0.0000,4.1792
1763153633.9805076,699,0,person,1.4252,-0.1822,3.9735
1763153634.0896657,700,0,person,1.4586,0.3286,3.9735
1763153634.1996975,701,0,person,1.4091,-0.4526,3.5618
1763153634.2947178,702,0,person,1.3197,-0.9012,3.3558
1763153634.3882465,703,0,person,1.3197,0.0000,3.3558
1763153634.4818234,704,0,person,1.1934,-1.3999,3.4588
1763153634.5775907,705,0,person,1.0057,-1.8423,4.2306
1763153634.6714218,706,0,person,1.3267,3.4581,-1.6535
1763153634.7656894,707,0,person,2.1688,9.0202,25.2581
1763153634.8583956,708,0,person,0.6267,-16.8690,2.8920
1763153634.952509,709,0,person,0.5774,-0.5344,3.3043
1763153635.047661,710,0,person,0.5518,-0.2700,2.7889
1763153635.1410284,711,0,person,0.5494,-0.0258,2.6858
1763153635.2338073,712,0,person,0.5387,-0.1119,2.6342
1763153635.3275626,713,0,person,0.5059,-0.3600,3.6648
1763153635.4221203,714,0,person,0.5399,0.3513,2.8920
1763153635.529807,715,0,person,0.5132,-0.2825,3.3043
1763153635.6547136,716,0,person,0.5069,-0.0466,3.5103
1763153635.780254,717,0,person,0.5375,0.2556,3.5103
1763153635.904829,718,0,person,0.4806,-0.4361,5.1035
1763153636.0457568,719,0,person,0.4742,-0.0477,5.1548
1763153636.186985,720,0,person,0.4778,0.0247,4.8470
1763153636.359536,721,0,person,0.4787,0.0051,4.7957
1763153636.468988,722,0,person,0.4824,0.0365,4.5903
1763153636.579869,723,0,person,0.5364,0.4616,3.4588
1763153636.6898484,724,0,person,0.5262,-0.1014,4.8470
1763153636.830946,725,0,person,0.5207,-0.0365,5.5134
1763153636.9418817,726,0,person,0.5721,0.4579,4.5389
1763153637.0516505,727,0,person,0.5656,-0.0642,4.2820
1763153637.1773522,728,0,person,0.5630,-0.0200,5.1035
1763153637.286792,729,0,person,0.5555,-0.0675,5.7182
1763153637.3795614,730,0,person,0.6204,0.6704,5.3598
1763153637.4731789,731,15,cat,0.6598,0.4434,8.6178
1763153637.56746,732,0,person,0.6546,-0.0546,7.6555
1763153637.6928654,733,0,person,0.7722,0.9552,7.1472
1763153637.8028522,734,0,person,0.7651,-0.0610,7.0963
1763153637.9116974,735,0,person,3.1572,22.1511,26.7609
1763153638.006197,736,0,person,2.6534,-5.4512,26.1394
1763153638.1011503,737,0,person,2.6534,0.0000,26.1394
1763153638.193854,738,0,person,1.3856,-13.6420,4.2306
1763153638.3031251,739,0,person,1.3127,-0.6950,4.6417
1763153638.4128292,740,0,person,1.3629,0.4320,4.1792
1763153638.507612,741,0,person,1.3629,0.0000,3.7677
1763153638.60208,742,0,person,1.3482,-0.1728,3.6648
1763153638.71174,743,0,person,1.3197,-0.2618,3.2528
1763153638.8057816,744,0,person,1.2856,-0.3211,3.0982
1763153638.8979142,745,0,person,1.2725,-0.1447,2.9951
1763153638.992853,746,0,person,1.1337,-1.5174,3.0982
1763153639.0861897,747,0,person,1.0844,-0.5332,2.7889
1763153639.180251,748,0,person,0.9520,-1.3699,1.3436
1763153639.288234,749,0,person,2.1879,12.3126,25.3004
1763153639.381716,750,0,person,0.6928,-14.2045,-2.1698
1763153639.4770875,751,0,person,0.6495,-0.5020,-4.0250
1763153639.5713131,752,0,person,0.5185,-1.3375,-0.1551
1763153639.680644,753,0,person,0.4697,-0.4442,0.0517
1763153639.7752984,754,0,person,0.4949,0.2633,-1.9633
1763153639.8691611,755,0,person,0.4998,0.0536,-2.8405
1763153639.9643226,756,0,person,0.5229,0.2428,-3.8706
1763153640.057811,757,0,person,0.5251,0.0226,-3.9735
1763153640.1501942,758,0,person,0.5251,0.0000,-3.8706
1763153640.2429001,759,0,person,0.5153,-0.1092,-3.4073
1763153640.3358104,760,0,person,0.5153,0.0000,-3.4073
1763153640.430047,761,0,person,0.5251,0.1029,-4.1792
1763153640.538435,762,0,person,0.4815,-0.3719,-1.9633
1763153640.647415,763,0,person,0.5707,0.8858,-2.1182
1763153640.756175,764,0,person,1.3409,6.9705,22.1834
1763153640.850962,765,0,person,1.3409,0.0000,22.1834
1763153640.944791,766,0,person,1.2167,-1.3667,21.2465
1763153641.038215,767,0,person,1.2167,0.0000,21.2465
1763153641.1324613,768,0,person,1.2409,0.2636,21.4259
1763153641.2426164,769,0,person,1.2409,0.0000,21.4259
1763153641.3353727,770,0,person,0.6298,-5.8326,7.2998
1763153641.4295714,771,0,person,0.6039,-0.3042,7.4523
1763153641.5211058,772,0,person,1.1765,5.6957,21.0217
1763153641.6145658,773,0,person,0.5387,-7.0092,8.9712
1763153641.7079296,774,0,person,0.5387,0.0000,8.9712
1763153642.0219603,777,0,person,1.1877,2.0970,2.5826
1763153642.13158,778,0,person,0.9781,-1.8041,19.0604
1763153642.241772,779,0,person,0.9483,-0.3088,18.5974
1763153642.3508875,780,15,cat,0.9933,0.4065,17.9449
1763153642.4447186,781,15,cat,0.9207,-0.6771,16.8152
1763153642.553297,782,15,cat,0.8127,-1.1481,14.9988
1763153642.6786308,783,15,cat,0.7895,-0.1750,14.5155
1763153642.8047006,784,15,cat,0.8372,0.3649,-15.0952
1763153642.9146976,785,15,cat,0.9491,1.0130,-14.5639
1763153643.039582,786,15,cat,0.8687,-0.6517,12.0681
1763153643.1800802,787,15,cat,0.8798,0.0842,10.1773
1763153643.3214157,788,15,cat,0.9897,0.7538,5.5646
1763153643.461942,789,0,person,1.2049,1.5422,-21.2465
1763153643.602607,790,0,person,1.2226,0.1238,-21.4707
1763153643.7430286,791,0,person,1.2167,-0.0442,-21.4259
1763153643.8671756,792,0,person,1.2226,0.0470,-21.4707
1763153644.0397043,793,0,person,1.2533,0.1781,-21.6942
1763153644.211326,794,0,person,1.2856,0.1874,-21.9169
1763153644.3523204,795,0,person,1.6091,2.1599,-23.6305
1763153644.4780622,796,0,person,0.6909,-7.6839,13.2490
1763153644.5815005,797,0,person,0.7336,0.3829,14.9506
1763153644.6829548,798,0,person,0.7357,0.0222,15.0952
1763153644.8240411,799,0,person,0.7357,0.0000,15.0952
1763153644.9658408,800,0,person,0.7209,-0.0995,14.7574
1763153645.0751069,801,0,person,0.7336,0.1156,8.4156
1763153645.1848288,802,0,person,1.1185,3.4300,10.0771
1763153645.294543,803,0,person,0.5855,-5.2573,10.3275
1763153645.3880925,804,0,person,0.5774,-0.0830,10.4275
1763153645.4814372,805,0,person,0.5855,0.0824,10.4275
1763153645.624024,806,0,person,0.5800,-0.0385,10.2274
1763153645.7499902,807,0,person,0.5774,-0.0222,10.4275
1763153645.890994,808,0,person,0.5760,-0.0094,10.2774
1763153646.0315776,809,0,person,0.5747,-0.0096,10.3275
1763153646.1725438,810,0,person,0.5747,0.0000,10.2274
1763153646.2986605,811,0,person,0.5747,0.0000,10.3275
1763153646.4083426,812,0,person,0.5760,0.0116,10.2774
1763153646.516804,813,0,person,0.5747,-0.0129,10.2274
1763153646.7501087,814,0,person,0.5747,0.0000,10.3275
1763153646.9083376,815,0,person,0.5747,0.0000,10.3275
1763153647.0624506,816,0,person,0.5760,0.0083,10.2774
1763153647.2437174,817,0,person,0.6025,0.1462,11.3247
1763153647.4113955,818,0,person,0.5841,-0.1127,10.5774
1763153647.5670733,819,0,person,0.5938,0.0606,10.3275
1763153647.7402914,820,0,person,0.5924,-0.0082,10.4775
1763153647.9269733,821,0,person,0.5827,-0.0555,10.6273
1763153648.0998838,822,0,person,0.5800,-0.0145,10.5274
1763153648.2723703,823,0,person,0.5800,0.0000,10.5274
1763153648.4446478,824,0,person,0.5787,-0.0084,10.5774
